379.97,4.0,7,1,6
807.43,8.5,11,6,5
902.42,9.5,13,6,7
1757.35,18.5,22,8,14
1947.34,20.5,31,10,21
1567.37,16.5,17,16,1
1852.34,19.5,16,24,8
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1923.59,20.25,35,7,28
1757.35,18.5,22,16,8
2161.07,22.75,24,22,3
1852.34,19.5,35,4,31
1282.39,13.5,8,19,11
1472.38,15.5,16,11,13
2137.32,22.5,40,5,35
1591.12,16.75,19,15,4
736.19,7.75,11,4,8
1329.89,14.0,11,17,6
1614.86,17.0,19,15,4
1876.09,19.75,33,6,28
1971.08,20.75,31,11,21
1899.84,20.0,27,2,30
2374.8,25.0,40,5,35
831.18,8.75,9,9,1
1971.08,20.75,22,20,3
831.18,8.75,7,5,10
1709.86,18.0,15,20,7
1329.89,14.0,12,8,16
1709.86,18.0,12,24,12
688.69,7.25,6,4,8
2137.32,22.5,24,20,6
1994.83,21.0,30,12,18
1899.84,20.0,17,21,5
1709.86,18.0,29,7,22
1258.64,13.25,17,10,8
1947.34,20.5,17,24,7
1187.4,12.5,20,5,15
902.42,9.5,11,8,26
1139.9,12.0,22,2,20
1329.89,14.0,17,11,20
1139.9,12.0,11,11,4
997.42,10.5,15,6,9
1567.37,16.5,18,15,3
