1440.37,15.5,16,15,3
1161.59,12.5,12,13,1
2067.62,22.25,34,10,24
1510.06,16.25,10,23,13
720.18,7.75,9,7,2
1208.05,13.0,8,18,10
2114.08,22.75,37,9,28
1765.61,19.0,18,20,2
1672.68,18.0,17,19,2
743.41,8.0,7,9,2
1161.59,12.5,9,16,7
1881.77,20.25,16,25,9
998.96,10.75,13,14,10
1905.0,20.5,20,21,1
1208.05,13.0,8,18,10
2462.56,26.5,25,27,2
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1788.84,19.25,13,25,13
2090.85,22.5,32,13,19
1440.37,15.5,27,3,30
2276.71,24.5,24,25,1
1556.52,16.75,22,10,14
1951.46,21.0,22,20,2
1812.07,19.5,32,7,25
1602.99,17.25,15,19,5
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1463.6,15.75,10,18,8
1161.59,12.5,11,10,6
1254.51,13.5,24,3,21
1161.59,12.5,18,9,9
2253.47,24.25,27,21,6
1905.0,20.5,30,11,19
1510.06,16.25,12,21,10
348.48,3.75,5,3,2
