1571.63,15.5,25,6,19
1977.22,19.5,19,20,1
2078.61,20.5,26,15,11
1774.42,17.5,28,7,21
1723.73,17.0,14,18,8
1546.28,15.25,30,1,29
1926.52,19.0,20,18,2
2129.31,21.0,21,21,0
1622.33,16.0,26,8,22
1723.73,17.0,30,4,26
1875.82,18.5,20,21,5
963.26,9.5,17,3,16
1495.59,14.75,14,12,7
2154.66,21.25,23,22,6
1799.77,17.75,25,10,15
988.61,9.75,11,8,3
608.37,6.0,11,1,10
2002.56,19.75,19,26,14
2154.66,21.25,21,21,1
811.17,8.0,15,1,29
1622.33,16.0,24,8,16
1140.7,11.25,9,15,6
709.77,7.0,8,6,2
1419.54,14.0,27,1,26
1875.82,18.5,28,9,19
963.26,9.5,11,8,3
1698.38,16.75,29,5,25
2002.56,19.75,27,15,12
1115.35,11.0,11,11,0
1013.96,10.0,10,9,3
1622.33,16.0,13,19,6
1419.54,14.0,11,17,6
1140.7,11.25,10,12,2
1673.03,16.5,27,6,21
1977.22,19.5,21,18,3
1977.22,19.5,21,18,3
1166.05,11.5,11,12,1
1444.89,14.25,16,13,3
785.82,7.75,11,4,7
1343.49,13.25,15,12,3
506.98,5.0,6,4,2
1419.54,14.0,16,9,7
2509.54,24.75,35,16,22
1470.24,14.5,17,12,5
1673.03,16.5,21,16,13
2585.59,25.5,32,18,14
