1343.49,13.25,15,10,8
2103.96,20.75,25,19,6
1673.03,16.5,28,5,23
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1368.84,13.5,15,12,15
1622.33,16.0,27,5,22
2382.8,23.5,28,20,12
1825.12,18.0,27,9,24
2027.91,20.0,20,20,0
2585.59,25.5,39,10,29
2332.1,23.0,24,21,3
1546.28,15.25,13,17,4
1951.87,19.25,30,9,22
1977.22,19.5,29,10,19
1394.19,13.75,12,14,5
1596.98,15.75,12,19,7
1774.42,17.5,20,15,5
1673.03,16.5,16,17,1
811.17,8.0,14,2,12
684.42,6.75,8,3,5
1242.1,12.25,8,15,7
1343.49,13.25,18,8,10
1673.03,16.5,25,8,17
861.86,8.5,12,5,25
760.47,7.5,8,8,1
2180.01,21.5,17,26,9
1368.84,13.5,9,18,9
1115.35,11.0,12,10,2
811.17,8.0,9,7,2
1571.63,15.5,17,14,3
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1774.42,17.5,16,19,3
1875.82,18.5,27,10,17
659.07,6.5,8,5,3
2306.75,22.75,19,22,9
1419.54,14.0,21,7,14
