1011.13,11.0,13,9,4
965.17,10.5,16,4,14
2458.89,26.75,33,21,12
1608.62,17.5,17,18,1
390.67,4.25,8,1,7
1263.92,13.75,18,12,11
1907.37,20.75,24,17,8
1493.72,16.25,11,17,14
2183.13,23.75,31,16,16
1080.07,11.75,15,8,7
1976.31,21.5,19,24,16
1286.9,14.0,12,16,4
1378.82,15.0,15,13,10
2114.19,23.0,20,28,11
1470.74,16.0,20,12,8
1562.66,17.0,18,15,3
1976.31,21.5,24,19,5
1884.38,20.5,16,25,9
2022.27,22.0,38,6,32
2321.01,25.25,29,22,8
1976.31,21.5,20,23,3
1126.03,12.25,13,11,3
1769.48,19.25,34,4,30
850.27,9.25,12,2,10
2206.11,24.0,32,6,26
1746.5,19.0,26,10,16
1792.46,19.5,17,22,5
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
2022.27,22.0,40,4,36
1332.86,14.5,12,17,19
2321.01,25.25,26,25,2
1355.84,14.75,15,15,1
1401.8,15.25,15,12,10
597.49,6.5,8,5,3
1907.37,20.75,27,6,21
1539.68,16.75,17,19,9
2114.19,23.0,32,14,18
942.19,10.25,12,9,3
1378.82,15.0,12,18,6
919.21,10.0,12,8,4
