1666.92,18.75,22,15,10
1600.24,18.0,20,16,4
1622.46,18.25,21,12,10
2066.98,23.25,33,13,21
1644.69,18.5,15,20,5
1866.95,21.0,23,19,4
1511.34,17.0,11,23,12
1266.86,14.25,14,10,13
1644.69,18.5,18,19,1
1066.83,12.0,18,6,28
1911.4,21.5,31,9,22
1355.76,15.25,20,10,11
1355.76,15.25,18,12,9
844.57,9.5,10,8,2
1866.95,21.0,15,24,11
1333.53,15.0,15,15,0
1666.92,18.75,16,22,6
1555.79,17.5,17,18,20
1244.63,14.0,13,15,2
2044.75,23.0,33,13,23
2133.65,24.0,25,21,6
1555.79,17.5,31,4,29
1511.34,17.0,18,16,2
1333.53,15.0,16,14,2
1600.24,18.0,19,16,3
1644.69,18.5,19,22,8
1266.86,14.25,6,22,17
1911.4,21.5,22,21,1
1133.5,12.75,21,8,20
1444.66,16.25,18,14,4
2133.65,24.0,32,15,18
1578.01,17.75,19,17,2
889.02,10.0,10,8,6
1911.4,21.5,25,6,24
1311.31,14.75,17,21,17
