902.42,9.5,11,8,16
1947.34,20.5,25,13,16
1614.86,17.0,14,20,6
783.68,8.25,8,7,4
1733.6,18.25,16,17,8
1662.36,17.5,13,23,11
1923.59,20.25,21,19,2
1923.59,20.25,23,17,7
1234.9,13.0,14,12,2
1994.83,21.0,21,21,0
1543.62,16.25,18,16,3
2398.55,25.25,28,22,6
1804.85,19.0,27,11,16
926.17,9.75,14,6,9
1591.12,16.75,27,5,22
1329.89,14.0,16,14,6
1804.85,19.0,16,22,6
2422.3,25.5,24,27,3
1876.09,19.75,27,9,27
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1519.87,16.0,24,8,16
1709.86,18.0,21,15,6
1852.34,19.5,13,26,13
1472.38,15.5,26,5,21
1994.83,21.0,17,25,8
1329.89,14.0,12,16,4
2042.33,21.5,17,24,9
2422.3,25.5,33,18,15
1662.36,17.5,13,22,9
1662.36,17.5,14,21,16
1068.66,11.25,8,5,19
1994.83,21.0,17,25,8
1092.41,11.5,12,11,1
1709.86,18.0,19,17,18
1448.63,15.25,10,18,8
1638.61,17.25,19,14,5
2113.57,22.25,37,2,36
1377.38,14.5,20,10,12
1424.88,15.0,21,3,18
1662.36,17.5,16,19,3
1804.85,19.0,34,4,30
2256.06,23.75,25,20,10
2089.82,22.0,25,19,6
2398.55,25.25,36,14,23
