706.14,8.5,16,1,15
2035.35,24.5,21,26,5
1993.81,24.0,26,22,4
2056.12,24.75,34,15,20
1495.36,18.0,15,21,6
2076.89,25.0,26,26,2
1910.74,23.0,34,3,34
1391.52,16.75,29,4,25
1495.36,18.0,22,14,8
1910.74,23.0,24,22,2
1349.98,16.25,21,9,17
2014.58,24.25,26,22,4
2305.35,27.75,36,19,17
1121.52,13.5,23,4,19
1744.59,21.0,22,20,2
2035.35,24.5,38,3,35
1952.28,23.5,22,25,3
2243.04,27.0,31,26,11
2367.65,28.5,30,27,3
1536.9,18.5,19,18,1
2180.73,26.25,25,30,12
2139.2,25.75,23,26,5
1869.2,22.5,22,24,2
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
2243.04,27.0,27,27,0
2159.97,26.0,25,27,2
2201.5,26.5,28,25,3
623.07,7.5,9,6,3
955.37,11.5,22,1,21
