1766.68,18.0,28,8,20
1275.94,13.0,10,16,6
1644.0,16.75,22,4,22
1791.22,18.25,33,1,32
1325.01,13.5,9,18,9
1153.25,11.75,10,18,9
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
2012.06,20.5,25,16,9
834.27,8.5,16,1,15
1913.91,19.5,21,18,3
2208.35,22.5,23,21,2
981.49,10.0,13,7,6
1815.76,18.5,12,25,13
1644.0,16.75,29,6,26
1496.77,15.25,13,20,7
1226.86,12.5,12,13,1
2110.2,21.5,31,12,19
1374.09,14.0,9,19,10
1545.85,15.75,15,16,2
1766.68,18.0,27,9,18
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
2085.67,21.25,25,12,22
1030.56,10.5,17,4,13
1423.16,14.5,10,19,9
1791.22,18.25,30,6,25
1717.61,17.5,12,23,11
981.49,10.0,7,13,22
1987.52,20.25,26,13,14
1521.31,15.5,25,6,19
1766.68,18.0,19,17,2
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1570.38,16.0,10,23,13
2012.06,20.5,15,26,11
1202.33,12.25,20,5,16
1913.91,19.5,17,22,5
1864.83,19.0,35,3,32
490.75,5.0,6,4,2
1693.07,17.25,21,14,7
1496.77,15.25,14,15,3
1521.31,15.5,30,1,29
1938.44,19.75,26,6,20
1791.22,18.25,28,3,25
1545.85,15.75,27,4,23
1374.09,14.0,17,15,10
