1788.84,19.25,21,16,8
1022.19,11.0,14,8,24
2044.39,22.0,20,24,4
1812.07,19.5,20,19,1
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1626.22,17.5,21,14,7
1579.76,17.0,14,19,5
1277.74,13.75,12,14,3
1068.66,11.5,13,10,3
1997.93,21.5,15,26,11
371.71,4.0,6,2,4
2299.94,24.75,30,24,9
1812.07,19.5,26,5,21
1881.77,20.25,16,25,10
1695.91,18.25,27,9,19
1115.12,12.0,15,6,9
1672.68,18.0,31,5,26
1393.9,15.0,15,15,0
1115.12,12.0,16,8,26
1905.0,20.5,30,11,19
1277.74,13.75,15,12,4
975.73,10.5,13,8,5
1440.37,15.5,28,5,27
1672.68,18.0,8,28,20
1579.76,17.0,31,3,28
2346.4,25.25,24,26,3
1579.76,17.0,32,2,30
1231.28,13.25,12,15,3
1765.61,19.0,17,21,4
2648.41,28.5,33,25,10
696.95,7.5,10,5,5
1881.77,20.25,15,25,10
1719.15,18.5,32,5,27
1022.19,11.0,15,7,8
1486.83,16.0,16,21,10
1208.05,13.0,10,16,6
2044.39,22.0,21,23,2
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
743.41,8.0,8,8,0
743.41,8.0,17,4,13
1347.44,14.5,23,11,22
1579.76,17.0,31,4,28
