1663.51,18.5,18,16,8
1820.87,20.25,22,20,3
1618.55,18.0,34,2,32
1124.0,12.5,15,10,5
1303.83,14.5,18,11,7
539.52,6.0,9,3,6
1663.51,18.5,20,17,3
2023.19,22.5,32,13,27
1955.75,21.75,33,10,24
1438.71,16.0,16,16,0
1213.92,13.5,15,12,3
1079.04,12.0,18,6,12
1551.11,17.25,13,22,9
1483.67,16.5,17,17,2
1730.95,19.25,17,19,5
1168.96,13.0,7,21,14
1708.47,19.0,21,17,4
1618.55,18.0,19,17,13
1079.04,12.0,12,12,0
1730.95,19.25,14,29,15
1708.47,19.0,32,6,26
1798.39,20.0,19,21,2
1910.79,21.25,19,24,6
1079.04,12.0,12,16,10
1438.71,16.0,11,21,10
1528.63,17.0,20,14,6
1820.87,20.25,37,6,36
944.16,10.5,14,7,7
1034.08,11.5,7,16,9
1843.35,20.5,27,6,21
1416.23,15.75,19,13,7
1483.67,16.5,26,7,19
2382.87,26.5,24,28,6
