1521.31,15.5,20,11,9
1521.31,15.5,14,17,3
1423.16,14.5,17,12,5
1545.85,15.75,16,18,5
1791.22,18.25,28,8,21
1423.16,14.5,22,7,15
1521.31,15.5,20,11,9
1619.46,16.5,26,7,19
1962.98,20.0,20,20,0
2380.11,24.25,35,14,24
1962.98,20.0,22,18,4
1030.56,10.5,10,11,1
2208.35,22.5,24,21,3
1423.16,14.5,15,10,8
1791.22,18.25,25,9,20
1619.46,16.5,15,18,3
1938.44,19.75,20,19,2
1496.77,15.25,12,17,5
2061.13,21.0,25,16,11
1766.68,18.0,26,10,16
1742.15,17.75,14,21,7
932.42,9.5,10,13,9
1962.98,20.0,29,11,18
1202.33,12.25,10,13,3
1226.86,12.5,20,5,15
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1987.52,20.25,20,21,2
1864.83,19.0,21,17,4
1962.98,20.0,25,15,10
1472.24,15.0,16,14,2
1251.4,12.75,16,6,10
1987.52,20.25,18,25,7
1938.44,19.75,20,19,1
1815.76,18.5,27,10,17
1913.91,19.5,26,8,18
2036.59,20.75,22,21,3
2600.95,26.5,30,23,7
1398.62,14.25,11,11,7
1668.53,17.0,18,16,2
1742.15,17.75,27,8,19
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
2748.17,28.0,35,21,14
1423.16,14.5,10,19,13
932.42,9.5,8,11,3
539.82,5.5,8,3,5
1275.94,13.0,14,13,3
2551.87,26.0,27,25,19
809.73,8.25,7,10,3
1104.18,11.25,8,14,6
2625.49,26.75,24,33,9
