1668.53,17.0,21,13,8
1693.07,17.25,17,20,4
1128.71,11.5,13,10,3
785.19,8.0,11,5,6
1570.38,16.0,15,17,2
1668.53,17.0,25,9,16
1079.64,11.0,13,9,4
1766.68,18.0,14,22,8
858.8,8.75,15,4,14
2257.43,23.0,30,16,14
834.27,8.5,8,9,1
1374.09,14.0,16,12,4
2306.5,23.5,24,23,1
1766.68,18.0,33,3,30
1226.86,12.5,13,12,1
2134.74,21.75,31,13,19
662.51,6.75,7,6,1
1349.55,13.75,9,18,9
1668.53,17.0,11,22,11
1742.15,17.75,16,19,4
1325.01,13.5,24,5,23
1275.94,13.0,9,23,14
1374.09,14.0,13,15,2
1423.16,14.5,12,17,5
1717.61,17.5,17,20,4
2355.58,24.0,37,11,26
1668.53,17.0,27,7,20
1938.44,19.75,18,22,5
1545.85,15.75,27,4,24
1226.86,12.5,15,14,8
1668.53,17.0,26,8,18
1619.46,16.5,14,19,5
1128.71,11.5,12,11,1
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1496.77,15.25,16,13,3
1668.53,17.0,24,10,14
1717.61,17.5,17,18,1
