2101.99,20.5,31,8,27
922.82,9.0,13,5,8
2307.06,22.5,23,22,1
2255.79,22.0,19,25,6
1538.04,15.0,6,24,18
1896.92,18.5,25,12,13
1025.36,10.0,11,9,2
743.39,7.25,12,3,10
1743.11,17.0,20,14,6
1281.7,12.5,8,17,9
2076.35,20.25,27,14,14
1563.67,15.25,16,14,3
2383.96,23.25,30,18,12
1461.14,14.25,11,10,11
2050.72,20.0,30,10,20
1999.45,19.5,25,14,11
1281.7,12.5,19,7,12
1281.7,12.5,10,15,5
897.19,8.75,10,3,9
1025.36,10.0,11,9,2
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
2409.6,23.5,23,24,1
1614.94,15.75,15,16,1
769.02,7.5,8,7,1
615.22,6.0,8,7,7
1999.45,19.5,17,22,5
2050.72,20.0,39,1,38
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1794.38,17.5,18,21,8
1948.18,19.0,24,10,15
1666.21,16.25,11,21,11
512.68,5.0,6,5,3
2101.99,20.5,28,13,15
1691.84,16.5,31,2,29
1153.53,11.25,9,16,7
2563.4,25.0,24,26,2
1999.45,19.5,18,21,3
1999.45,19.5,23,16,7
2614.67,25.5,38,20,32
1794.38,17.5,20,15,5
2025.09,19.75,33,9,28
2512.13,24.5,23,26,3
2460.87,24.0,29,19,10
1948.18,19.0,18,23,6
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
