1550.91,18.25,15,21,6
2252.0,26.5,35,21,14
2060.8,24.25,23,25,2
1529.66,18.0,22,14,8
2273.25,26.75,35,18,18
2145.78,25.25,29,20,12
1912.08,22.5,19,28,9
1933.33,22.75,22,21,4
1444.68,17.0,22,12,10
2145.78,25.25,24,27,4
1997.06,23.5,26,22,4
1720.87,20.25,27,21,21
1699.63,20.0,22,18,4
1933.33,22.75,23,24,3
1317.21,15.5,15,14,5
1869.59,22.0,22,22,0
1232.23,14.5,8,21,13
2039.55,24.0,26,25,7
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1720.87,20.25,17,23,6
1997.06,23.5,24,18,16
1380.95,16.25,20,7,13
403.66,4.75,7,2,6
2060.8,24.25,21,28,7
1487.17,17.5,23,12,11
1912.08,22.5,37,8,29
743.59,8.75,9,8,1
2336.99,27.5,31,24,15
467.4,5.5,5,6,1
2336.99,27.5,26,28,4
1784.61,21.0,20,22,2
1614.65,19.0,24,13,11
1380.95,16.25,19,14,8
