1464.63,15.25,22,8,15
1536.66,16.0,29,1,29
1872.8,19.5,21,17,6
2160.93,22.5,23,22,1
2304.99,24.0,21,24,6
1800.77,18.75,14,21,12
1344.58,14.0,16,13,4
720.31,7.5,12,3,9
864.37,9.0,13,5,8
960.41,10.0,10,10,0
Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
1752.75,18.25,22,9,13
1704.73,17.75,17,19,3
2280.98,23.75,31,16,18
1560.67,16.25,19,13,7
1248.54,13.0,15,11,4
816.35,8.5,11,5,8
1152.49,12.0,18,6,12
1824.78,19.0,36,2,34
1560.67,16.25,15,16,4
1752.75,18.25,12,23,11
1968.85,20.5,35,6,29
1152.49,12.0,12,12,0
1632.7,17.0,16,18,2
1968.85,20.5,18,23,5
1248.54,13.0,12,14,2
720.31,7.5,8,7,1
1920.82,20.0,26,14,12
912.39,9.5,15,5,10
1200.52,12.5,9,12,6
2160.93,22.5,30,15,15
1536.66,16.0,13,11,16
2280.98,23.75,40,8,33
1776.76,18.5,16,21,5
1080.46,11.25,12,10,2
2160.93,22.5,39,6,33
1920.82,20.0,35,5,30
1512.65,15.75,13,20,7
2353.01,24.5,36,13,23
