1990.42,20.5,20,21,1
1602.04,16.5,27,6,21
1504.95,15.5,12,19,7
1747.68,18.0,13,22,9
2160.33,22.25,23,21,11
970.93,10.0,12,8,4
1941.87,20.0,29,9,24
1456.4,15.0,14,16,2
1407.86,14.5,15,16,4
1917.6,19.75,24,17,10
1869.05,19.25,15,24,9
1674.86,17.25,29,5,25
2208.88,22.75,29,17,13
2038.96,21.0,26,16,10
1310.76,13.5,22,5,17
1990.42,20.5,31,10,21
2451.61,25.25,35,15,20
1990.42,20.5,24,10,14
1747.68,18.0,30,6,24
1747.68,18.0,16,20,4
1116.58,11.5,11,11,2
679.65,7.0,8,6,2
2038.96,21.0,17,25,8
1359.31,14.0,14,14,0
1699.14,17.5,26,9,17
1529.22,15.75,16,10,9
2427.34,25.0,26,24,2
1699.14,17.5,16,19,3
1796.23,18.5,11,24,13
2038.96,21.0,22,18,4
1310.76,13.5,21,7,14
2403.06,24.75,35,17,23
2233.15,23.0,29,17,12
752.47,7.75,8,7,2
970.93,10.0,11,10,2
898.11,9.25,12,7,5
1966.14,20.25,23,14,16
1262.22,13.0,14,14,3
1723.41,17.75,13,21,8
2160.33,22.25,30,8,22
1359.31,14.0,14,14,18
1213.67,12.5,10,15,5
1941.87,20.0,31,9,22
1917.6,19.75,36,3,33
922.39,9.5,11,8,3
2451.61,25.25,35,10,29
