1,143,128
2,141,126
3,141,127
4,145,131
5,151,137
6,161,147
7,175,162
8,188,175
9,202,189
10,207,195
11,210,197
12,205,192
13,201,187
14,197,184
15,186,172
16,174,160
17,158,143
18,153,137
19,145,129
20,143,127
21,145,129
22,143,127
23,138,121
24,130,115
25,116,107
26,111,104
27,107,101
28,111,103
29,109,101
30,110,101
31,111,102
32,114,104
33,118,106
34,126,114
35,135,121
36,137,122
37,138,122
38,137,120
39,140,122
40,143,124
41,143,124
42,121,112
43,126,116
