ai_output_corrected_img_16_2.jpg.csv,1418.09,16.5,16,14,4
ai_output_corrected_img_16_2.jpg.csv,1160.25,13.5,14,13,1
ai_output_corrected_img_16_2.jpg.csv,1718.89,20.0,22,19,3
ai_output_corrected_img_16_2.jpg.csv,1504.03,17.5,24,11,13
ai_output_corrected_img_16_2.jpg.csv,1439.57,16.75,23,12,14
ai_output_corrected_img_16_2.jpg.csv,1611.46,18.75,21,18,6
ai_output_corrected_img_16_2.jpg.csv,1504.03,17.5,24,9,17
ai_output_corrected_img_16_2.jpg.csv,709.04,8.25,9,8,1
ai_output_corrected_img_16_2.jpg.csv,1632.95,19.0,20,18,2
ai_output_corrected_img_16_2.jpg.csv,1589.97,18.5,17,20,3
ai_output_corrected_img_16_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_16_2.jpg.csv,1482.54,17.25,17,17,1
ai_output_corrected_img_16_2.jpg.csv,1482.54,17.25,17,17,1
ai_output_corrected_img_16_2.jpg.csv,1976.73,23.0,25,21,4
ai_output_corrected_img_16_2.jpg.csv,1654.43,19.25,19,20,2
ai_output_corrected_img_16_2.jpg.csv,1461.06,17.0,19,15,4
ai_output_corrected_img_16_2.jpg.csv,1461.06,17.0,17,17,0
ai_output_corrected_img_16_2.jpg.csv,1589.97,18.5,18,20,2
ai_output_corrected_img_16_2.jpg.csv,107.43,1.25,1,2,1
ai_output_corrected_img_16_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_16_2.jpg.csv,1654.43,19.25,18,22,6
ai_output_corrected_img_16_2.jpg.csv,1718.89,20.0,19,20,2
ai_output_corrected_img_16_2.jpg.csv,1353.63,15.75,19,12,8
ai_output_corrected_img_16_2.jpg.csv,1418.09,16.5,16,17,1
ai_output_corrected_img_16_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_16_2.jpg.csv,429.72,5.0,9,8,8
ai_output_corrected_img_16_2.jpg.csv,859.45,10.0,14,3,11
ai_output_corrected_img_16_3.jpg.csv,1826.32,21.25,22,20,2
ai_output_corrected_img_16_3.jpg.csv,1224.71,14.25,19,5,14
ai_output_corrected_img_16_3.jpg.csv,1418.09,16.5,20,13,7
ai_output_corrected_img_16_3.jpg.csv,1117.28,13.0,14,12,2
ai_output_corrected_img_16_3.jpg.csv,1718.89,20.0,24,16,8
ai_output_corrected_img_16_3.jpg.csv,1332.14,15.5,17,15,3
ai_output_corrected_img_16_3.jpg.csv,1589.97,18.5,24,14,12
ai_output_corrected_img_16_4.jpg.csv,923.9,10.75,15,7,8
ai_output_corrected_img_16_4.jpg.csv,1632.95,19.0,21,19,10
ai_output_corrected_img_16_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_16_4.jpg.csv,1181.74,13.75,26,1,25
ai_output_corrected_img_16_4.jpg.csv,1826.32,21.25,22,21,2
ai_output_corrected_img_16_4.jpg.csv,1675.92,19.5,21,18,3
ai_output_corrected_img_16_4.jpg.csv,1568.49,18.25,16,20,5
ai_output_corrected_img_16_4.jpg.csv,1675.92,19.5,21,16,9
ai_output_corrected_img_16_4.jpg.csv,1547.0,18.0,25,11,14
ai_output_corrected_img_16_4.jpg.csv,1675.92,19.5,21,18,3
ai_output_corrected_img_16_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_16_4.jpg.csv,1740.38,20.25,29,10,20
ai_output_corrected_img_16_4.jpg.csv,1289.17,15.0,17,13,4
ai_output_corrected_img_16_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_16_4.jpg.csv,1439.57,16.75,26,6,23
ai_output_corrected_img_16_4.jpg.csv,1031.33,12.0,24,1,23
ai_output_corrected_img_16_4.jpg.csv,1482.54,17.25,17,18,1
ai_output_corrected_img_16_4.jpg.csv,1375.11,16.0,21,11,19
ai_output_corrected_img_16_4.jpg.csv,1117.28,13.0,25,1,24
ai_output_corrected_img_16_4.jpg.csv,1525.52,17.75,17,19,3
ai_output_corrected_img_16_4.jpg.csv,1804.84,21.0,29,13,16
ai_output_corrected_img_16_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_16_4.jpg.csv,1504.03,17.5,17,18,1
ai_output_corrected_img_16_4.jpg.csv,1568.49,18.25,24,5,19
ai_output_corrected_img_16_4.jpg.csv,1332.14,15.5,16,16,2
ai_output_corrected_img_16_4.jpg.csv,1718.89,20.0,28,10,18
ai_output_corrected_img_16_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_16_4.jpg.csv,1289.17,15.0,23,7,16
ai_output_corrected_img_16_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_16_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_16_4.jpg.csv,1890.78,22.0,25,19,6
ai_output_corrected_img_16_4.jpg.csv,1310.65,15.25,24,9,20
ai_output_corrected_img_16_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_16_4.jpg.csv,343.78,4.0,4,4,0
ai_output_corrected_img_16_4.jpg.csv,1418.09,16.5,17,16,1
ai_output_corrected_img_172_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_172_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_172_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_173_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_173_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_173_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_173_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_173_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_173_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_173_2.jpg.csv,1769.23,1.25,1,1,1
ai_output_corrected_img_173_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_173_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_2.jpg.csv,2122.42,1.5,2,1,1
ai_output_corrected_img_174_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_3.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_3.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,1414.95,1.0,1,1,0
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,1414.95,1.0,1,1,0
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_174_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_175_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_2.jpg.csv,2121.94,1.5,2,1,1
ai_output_corrected_img_176_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_2.jpg.csv,2121.94,1.5,2,1,1
ai_output_corrected_img_176_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_2.jpg.csv,1414.63,1.0,1,1,0
ai_output_corrected_img_176_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_2.jpg.csv,2121.94,1.5,2,1,1
ai_output_corrected_img_176_3.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_3.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_176_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,1413.07,1.0,1,1,0
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,1413.07,1.0,1,1,0
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,2119.6,1.5,2,1,1
ai_output_corrected_img_177_2.jpg.csv,2119.6,1.5,2,1,1
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_3.jpg.csv,1413.07,1.0,1,1,0
ai_output_corrected_img_177_3.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_3.jpg.csv,1413.07,1.0,1,1,0
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,1413.07,1.0,1,1,0
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,2119.6,1.5,2,1,1
ai_output_corrected_img_177_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_177_4.jpg.csv,1413.07,1.0,1,1,0
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,1412.12,1.0,1,1,0
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_178_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
