ai_output_img_14_1.jpg.csv,0,1450.39,,,,-1450.39,-1450.39,-1450.39,-1450.39,,,,,,,,,,,,,,,,,,,ai_output_img_14_1.jpg.csv
ai_output_img_14_1.jpg.csv,1,1472.37,,1537.981269,1545.87282,-1472.37,65.61126925,73.50281983,73.50281983,1537.981269,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,2,1648.17,,,,-1648.17,-1648.17,-1648.17,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,3,1406.44,,,,-1406.44,-1406.44,-1406.44,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,4,1032.86,,,,-1032.86,-1032.86,-1032.86,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,5,1692.12,,,,-1692.12,-1692.12,-1692.12,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,6,966.93,,,,-966.93,-966.93,-966.93,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,7,1384.47,,,,1384.47,1384.47,1384.47,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,8,1274.59,1185.351978,,975.8372384,89.23802249,1274.59,298.7527616,,1185.351978,,,,,,,,,,,,,,,,,,
ai_output_img_14_1.jpg.csv,9,1823.98,1274.950335,1447.449923,1140.38787,549.0296651,376.5300772,683.5921302,,1447.449923,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,0,879.03,,,,879.03,879.03,879.03,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,1,1318.54,,,,1318.54,1318.54,1318.54,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,2,1604.22,1363.581839,1622.290911,1390.763506,240.6381611,-18.07091123,213.4564938,,1622.290911,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,3,Error was raised properly,1238.341236,1648.661825,1467.556182,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,4,1714.1,,,,1714.1,1714.1,1714.1,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,5,1714.1,,,,1714.1,1714.1,1714.1,,,,,,,,,,,,,,,,,,,,
ai_output_img_14_2.jpg.csv,6,1911.88,,1619.926054,1586.442742,1911.88,291.9539456,325.4372577,,1619.926054,,,,,,,,,,,,,,,,,,
