ai_output_corrected_img_0_2.jpg.csv,1461.14,14.25,11,10,11
ai_output_corrected_img_0_2.jpg.csv,2050.72,20.0,30,10,20
ai_output_corrected_img_0_2.jpg.csv,1999.45,19.5,25,14,11
ai_output_corrected_img_0_2.jpg.csv,1281.7,12.5,19,7,12
ai_output_corrected_img_0_2.jpg.csv,1281.7,12.5,10,15,5
ai_output_corrected_img_0_2.jpg.csv,897.19,8.75,10,3,9
ai_output_corrected_img_0_2.jpg.csv,1025.36,10.0,11,9,2
ai_output_corrected_img_0_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_0_2.jpg.csv,2409.6,23.5,23,24,1
ai_output_corrected_img_0_2.jpg.csv,1614.94,15.75,15,16,1
ai_output_corrected_img_0_2.jpg.csv,769.02,7.5,8,7,1
ai_output_corrected_img_0_2.jpg.csv,615.22,6.0,8,7,7
ai_output_corrected_img_0_2.jpg.csv,1999.45,19.5,17,22,5
ai_output_corrected_img_0_2.jpg.csv,2050.72,20.0,39,1,38
ai_output_corrected_img_0_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_0_2.jpg.csv,1794.38,17.5,18,21,8
ai_output_corrected_img_0_2.jpg.csv,1948.18,19.0,24,10,15
ai_output_corrected_img_0_2.jpg.csv,1666.21,16.25,11,21,11
ai_output_corrected_img_0_2.jpg.csv,512.68,5.0,6,5,3
ai_output_corrected_img_0_2.jpg.csv,2101.99,20.5,28,13,15
ai_output_corrected_img_0_2.jpg.csv,1691.84,16.5,31,2,29
ai_output_corrected_img_0_2.jpg.csv,1153.53,11.25,9,16,7
ai_output_corrected_img_0_2.jpg.csv,2563.4,25.0,24,26,2
ai_output_corrected_img_0_2.jpg.csv,1999.45,19.5,18,21,3
ai_output_corrected_img_0_2.jpg.csv,1999.45,19.5,23,16,7
ai_output_corrected_img_0_2.jpg.csv,2614.67,25.5,38,20,32
ai_output_corrected_img_0_2.jpg.csv,1794.38,17.5,20,15,5
ai_output_corrected_img_0_2.jpg.csv,2025.09,19.75,33,9,28
ai_output_corrected_img_0_2.jpg.csv,2512.13,24.5,23,26,3
ai_output_corrected_img_0_2.jpg.csv,2460.87,24.0,29,19,10
ai_output_corrected_img_0_2.jpg.csv,1948.18,19.0,18,23,6
ai_output_corrected_img_0_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_0_3.jpg.csv,1845.65,18.0,29,7,22
ai_output_corrected_img_0_3.jpg.csv,2050.72,20.0,22,18,4
ai_output_corrected_img_0_3.jpg.csv,1820.01,17.75,17,18,2
ai_output_corrected_img_0_3.jpg.csv,1102.26,10.75,16,2,14
ai_output_corrected_img_0_3.jpg.csv,1973.82,19.25,21,20,5
ai_output_corrected_img_0_3.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_0_3.jpg.csv,1281.7,12.5,15,10,5
ai_output_corrected_img_0_3.jpg.csv,1332.97,13.0,12,14,29
ai_output_corrected_img_0_3.jpg.csv,1281.7,12.5,14,11,17
ai_output_corrected_img_0_3.jpg.csv,2409.6,23.5,29,15,14
ai_output_corrected_img_0_3.jpg.csv,1691.84,16.5,12,21,9
ai_output_corrected_img_0_3.jpg.csv,2153.26,21.0,24,18,6
ai_output_corrected_img_0_3.jpg.csv,1999.45,19.5,31,8,23
ai_output_corrected_img_0_3.jpg.csv,1230.43,12.0,11,13,2
ai_output_corrected_img_0_3.jpg.csv,871.56,8.5,14,4,10
ai_output_corrected_img_0_3.jpg.csv,1281.7,12.5,13,12,15
ai_output_corrected_img_0_3.jpg.csv,1384.24,13.5,14,13,1
ai_output_corrected_img_0_3.jpg.csv,2076.35,20.25,17,22,5
ai_output_corrected_img_0_3.jpg.csv,1538.04,15.0,18,8,10
ai_output_corrected_img_0_3.jpg.csv,717.75,7.0,9,5,4
ai_output_corrected_img_0_3.jpg.csv,1563.67,15.25,15,15,1
ai_output_corrected_img_0_3.jpg.csv,1922.55,18.75,27,10,18
ai_output_corrected_img_0_3.jpg.csv,1461.14,14.25,19,6,13
ai_output_corrected_img_0_3.jpg.csv,1076.63,10.5,10,10,2
ai_output_corrected_img_0_3.jpg.csv,1820.01,17.75,13,22,9
ai_output_corrected_img_0_3.jpg.csv,2153.26,21.0,30,12,18
ai_output_corrected_img_0_3.jpg.csv,820.29,8.0,12,4,8
ai_output_corrected_img_0_3.jpg.csv,1127.9,11.0,12,10,2
ai_output_corrected_img_0_3.jpg.csv,794.65,7.75,11,5,7
ai_output_corrected_img_0_3.jpg.csv,1820.01,17.75,14,20,9
ai_output_corrected_img_0_3.jpg.csv,1076.63,10.5,13,8,5
ai_output_corrected_img_0_3.jpg.csv,1435.5,14.0,15,13,2
ai_output_corrected_img_0_3.jpg.csv,1999.45,19.5,26,13,13
ai_output_corrected_img_0_3.jpg.csv,1384.24,13.5,14,13,1
ai_output_corrected_img_0_3.jpg.csv,1538.04,15.0,26,4,22
ai_output_corrected_img_0_3.jpg.csv,1640.58,16.0,9,23,14
ai_output_corrected_img_0_3.jpg.csv,1025.36,10.0,11,9,2
ai_output_corrected_img_0_3.jpg.csv,2153.26,21.0,20,22,2
ai_output_corrected_img_0_3.jpg.csv,1435.5,14.0,16,15,6
ai_output_corrected_img_0_3.jpg.csv,589.58,5.75,7,5,3
ai_output_corrected_img_0_3.jpg.csv,1845.65,18.0,24,12,12
ai_output_corrected_img_0_3.jpg.csv,2204.53,21.5,23,20,3
ai_output_corrected_img_0_3.jpg.csv,1127.9,11.0,11,11,16
ai_output_corrected_img_0_3.jpg.csv,563.95,5.5,10,1,9
ai_output_corrected_img_0_4.jpg.csv,1948.18,19.0,30,8,22
ai_output_corrected_img_0_4.jpg.csv,2307.06,22.5,34,7,27
ai_output_corrected_img_0_4.jpg.csv,1973.82,19.25,30,9,22
ai_output_corrected_img_0_4.jpg.csv,1435.5,14.0,15,8,17
ai_output_corrected_img_0_4.jpg.csv,1948.18,19.0,32,8,24
ai_output_corrected_img_0_4.jpg.csv,1973.82,19.25,20,20,3
ai_output_corrected_img_0_4.jpg.csv,1896.92,18.5,21,16,5
ai_output_corrected_img_0_4.jpg.csv,1948.18,19.0,18,18,4
ai_output_corrected_img_0_4.jpg.csv,1614.94,15.75,14,17,4
ai_output_corrected_img_0_4.jpg.csv,1717.48,16.75,13,16,9
ai_output_corrected_img_0_4.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_0_4.jpg.csv,2281.43,22.25,32,16,18
ai_output_corrected_img_0_4.jpg.csv,1820.01,17.75,27,9,18
ai_output_corrected_img_0_4.jpg.csv,1153.53,11.25,11,11,1
ai_output_corrected_img_0_4.jpg.csv,1896.92,18.5,20,21,9
ai_output_corrected_img_0_4.jpg.csv,2281.43,22.25,35,9,27
ai_output_corrected_img_0_4.jpg.csv,1204.8,11.75,10,14,4
ai_output_corrected_img_0_4.jpg.csv,1153.53,11.25,14,8,7
ai_output_corrected_img_0_4.jpg.csv,1512.41,14.75,15,12,6
ai_output_corrected_img_0_4.jpg.csv,1640.58,16.0,14,17,5
ai_output_corrected_img_0_4.jpg.csv,1794.38,17.5,14,22,8
ai_output_corrected_img_0_4.jpg.csv,1409.87,13.75,16,10,8
ai_output_corrected_img_0_4.jpg.csv,1332.97,13.0,18,8,10
ai_output_corrected_img_0_4.jpg.csv,1461.14,14.25,28,1,27
ai_output_corrected_img_0_4.jpg.csv,2153.26,21.0,24,18,6
ai_output_corrected_img_0_4.jpg.csv,1973.82,19.25,28,11,18
ai_output_corrected_img_0_4.jpg.csv,1153.53,11.25,10,11,2
ai_output_corrected_img_0_4.jpg.csv,2460.87,24.0,29,18,11
ai_output_corrected_img_0_4.jpg.csv,1948.18,19.0,28,10,18
ai_output_corrected_img_0_4.jpg.csv,1743.11,17.0,18,16,2
ai_output_corrected_img_0_4.jpg.csv,1409.87,13.75,17,11,6
ai_output_corrected_img_0_4.jpg.csv,1435.5,14.0,11,17,6
ai_output_corrected_img_0_4.jpg.csv,845.92,8.25,14,11,11
ai_output_corrected_img_0_4.jpg.csv,2025.09,19.75,20,18,5
ai_output_corrected_img_0_4.jpg.csv,1845.65,18.0,21,15,6
ai_output_corrected_img_0_4.jpg.csv,1896.92,18.5,10,26,16
ai_output_corrected_img_0_4.jpg.csv,1332.97,13.0,14,12,2
ai_output_corrected_img_0_4.jpg.csv,1794.38,17.5,29,5,24
ai_output_corrected_img_0_4.jpg.csv,1281.7,12.5,10,15,7
ai_output_corrected_img_0_4.jpg.csv,1358.6,13.25,12,14,3
ai_output_corrected_img_0_4.jpg.csv,1691.84,16.5,14,19,5
ai_output_corrected_img_0_4.jpg.csv,1640.58,16.0,27,5,22
ai_output_corrected_img_0_4.jpg.csv,2050.72,20.0,27,13,14
ai_output_corrected_img_0_4.jpg.csv,1896.92,18.5,14,24,10
ai_output_corrected_img_0_4.jpg.csv,1948.18,19.0,29,9,20
ai_output_corrected_img_0_4.jpg.csv,2640.3,25.75,28,22,9
ai_output_corrected_img_0_4.jpg.csv,769.02,7.5,8,7,1
ai_output_corrected_img_0_4.jpg.csv,2153.26,21.0,31,11,20
ai_output_corrected_img_0_4.jpg.csv,820.29,8.0,9,7,2
ai_output_corrected_img_0_4.jpg.csv,1820.01,17.75,29,7,23
ai_output_corrected_img_10_1.jpg.csv,1769.48,19.25,21,16,8
ai_output_corrected_img_10_1.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_10_1.jpg.csv,2252.07,24.5,35,11,24
ai_output_corrected_img_10_1.jpg.csv,1815.44,19.75,26,17,16
ai_output_corrected_img_10_1.jpg.csv,1286.9,14.0,7,21,14
ai_output_corrected_img_10_1.jpg.csv,1562.66,17.0,14,20,6
ai_output_corrected_img_10_1.jpg.csv,1470.74,16.0,12,20,8
ai_output_corrected_img_10_1.jpg.csv,1815.44,19.75,28,11,18
ai_output_corrected_img_10_1.jpg.csv,1953.33,21.25,14,28,15
ai_output_corrected_img_10_1.jpg.csv,1355.84,14.75,9,20,12
ai_output_corrected_img_10_1.jpg.csv,1723.52,18.75,30,7,24
ai_output_corrected_img_10_1.jpg.csv,1677.56,18.25,16,20,4
ai_output_corrected_img_10_1.jpg.csv,1217.96,13.25,14,10,9
ai_output_corrected_img_10_1.jpg.csv,1930.35,21.0,33,7,27
ai_output_corrected_img_10_1.jpg.csv,643.45,7.0,7,5,12
ai_output_corrected_img_10_2.jpg.csv,1011.13,11.0,13,9,4
ai_output_corrected_img_10_2.jpg.csv,965.17,10.5,16,4,14
ai_output_corrected_img_10_2.jpg.csv,2458.89,26.75,33,21,12
ai_output_corrected_img_10_2.jpg.csv,1608.62,17.5,17,18,1
ai_output_corrected_img_10_2.jpg.csv,390.67,4.25,8,1,7
ai_output_corrected_img_10_2.jpg.csv,1263.92,13.75,18,12,11
ai_output_corrected_img_10_2.jpg.csv,1907.37,20.75,24,17,8
ai_output_corrected_img_10_2.jpg.csv,1493.72,16.25,11,17,14
ai_output_corrected_img_10_2.jpg.csv,2183.13,23.75,31,16,16
ai_output_corrected_img_10_2.jpg.csv,1080.07,11.75,15,8,7
ai_output_corrected_img_10_2.jpg.csv,1976.31,21.5,19,24,16
ai_output_corrected_img_10_2.jpg.csv,1286.9,14.0,12,16,4
ai_output_corrected_img_10_2.jpg.csv,1378.82,15.0,15,13,10
ai_output_corrected_img_10_2.jpg.csv,2114.19,23.0,20,28,11
ai_output_corrected_img_10_2.jpg.csv,1470.74,16.0,20,12,8
ai_output_corrected_img_10_2.jpg.csv,1562.66,17.0,18,15,3
ai_output_corrected_img_10_2.jpg.csv,1976.31,21.5,24,19,5
ai_output_corrected_img_10_2.jpg.csv,1884.38,20.5,16,25,9
ai_output_corrected_img_10_2.jpg.csv,2022.27,22.0,38,6,32
ai_output_corrected_img_10_2.jpg.csv,2321.01,25.25,29,22,8
ai_output_corrected_img_10_2.jpg.csv,1976.31,21.5,20,23,3
ai_output_corrected_img_10_2.jpg.csv,1126.03,12.25,13,11,3
ai_output_corrected_img_10_2.jpg.csv,1769.48,19.25,34,4,30
ai_output_corrected_img_10_2.jpg.csv,850.27,9.25,12,2,10
ai_output_corrected_img_10_2.jpg.csv,2206.11,24.0,32,6,26
ai_output_corrected_img_10_2.jpg.csv,1746.5,19.0,26,10,16
ai_output_corrected_img_10_2.jpg.csv,1792.46,19.5,17,22,5
ai_output_corrected_img_10_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_10_2.jpg.csv,2022.27,22.0,40,4,36
ai_output_corrected_img_10_2.jpg.csv,1332.86,14.5,12,17,19
ai_output_corrected_img_10_2.jpg.csv,2321.01,25.25,26,25,2
ai_output_corrected_img_10_2.jpg.csv,1355.84,14.75,15,15,1
ai_output_corrected_img_10_2.jpg.csv,1401.8,15.25,15,12,10
ai_output_corrected_img_10_2.jpg.csv,597.49,6.5,8,5,3
ai_output_corrected_img_10_2.jpg.csv,1907.37,20.75,27,6,21
ai_output_corrected_img_10_2.jpg.csv,1539.68,16.75,17,19,9
ai_output_corrected_img_10_2.jpg.csv,2114.19,23.0,32,14,18
ai_output_corrected_img_10_2.jpg.csv,942.19,10.25,12,9,3
ai_output_corrected_img_10_2.jpg.csv,1378.82,15.0,12,18,6
ai_output_corrected_img_10_2.jpg.csv,919.21,10.0,12,8,4
ai_output_corrected_img_10_3.jpg.csv,873.25,9.5,8,11,3
ai_output_corrected_img_10_3.jpg.csv,1838.42,20.0,17,23,6
ai_output_corrected_img_10_3.jpg.csv,2435.91,26.5,26,27,1
ai_output_corrected_img_10_3.jpg.csv,2252.07,24.5,34,15,19
ai_output_corrected_img_10_3.jpg.csv,758.35,8.25,11,6,6
ai_output_corrected_img_10_3.jpg.csv,1838.42,20.0,24,19,7
ai_output_corrected_img_10_3.jpg.csv,1792.46,19.5,14,20,10
ai_output_corrected_img_10_3.jpg.csv,1424.78,15.5,22,9,13
ai_output_corrected_img_10_3.jpg.csv,620.47,6.75,11,3,9
ai_output_corrected_img_10_3.jpg.csv,2183.13,23.75,24,23,2
ai_output_corrected_img_10_3.jpg.csv,827.29,9.0,12,6,6
ai_output_corrected_img_10_3.jpg.csv,1654.58,18.0,19,17,2
ai_output_corrected_img_10_3.jpg.csv,1217.96,13.25,22,4,18
ai_output_corrected_img_10_3.jpg.csv,1608.62,17.5,11,24,13
ai_output_corrected_img_10_3.jpg.csv,1424.78,15.5,21,8,17
ai_output_corrected_img_10_3.jpg.csv,1700.54,18.5,13,24,11
ai_output_corrected_img_10_3.jpg.csv,1608.62,17.5,23,13,10
ai_output_corrected_img_10_3.jpg.csv,804.31,8.75,15,2,13
ai_output_corrected_img_10_3.jpg.csv,1103.05,12.0,12,12,0
ai_output_corrected_img_10_3.jpg.csv,1746.5,19.0,19,19,0
ai_output_corrected_img_10_3.jpg.csv,1263.92,13.75,10,19,9
ai_output_corrected_img_10_3.jpg.csv,1723.52,18.75,31,8,23
ai_output_corrected_img_10_3.jpg.csv,1470.74,16.0,30,2,28
ai_output_corrected_img_10_3.jpg.csv,2160.15,23.5,27,20,7
ai_output_corrected_img_10_3.jpg.csv,1240.94,13.5,16,13,7
ai_output_corrected_img_10_3.jpg.csv,1516.7,16.5,27,6,21
ai_output_corrected_img_10_3.jpg.csv,1907.37,20.75,32,17,30
ai_output_corrected_img_10_3.jpg.csv,2068.23,22.5,32,13,19
ai_output_corrected_img_10_3.jpg.csv,1332.86,14.5,9,20,11
ai_output_corrected_img_10_3.jpg.csv,1309.88,14.25,13,6,19
ai_output_corrected_img_10_3.jpg.csv,1539.68,16.75,15,18,4
ai_output_corrected_img_10_3.jpg.csv,1401.8,15.25,16,14,2
ai_output_corrected_img_10_3.jpg.csv,1424.78,15.5,16,15,1
ai_output_corrected_img_10_3.jpg.csv,1309.88,14.25,27,1,27
ai_output_corrected_img_10_3.jpg.csv,1516.7,16.5,30,3,27
ai_output_corrected_img_10_3.jpg.csv,1011.13,11.0,16,6,10
ai_output_corrected_img_10_3.jpg.csv,1677.56,18.25,16,20,5
ai_output_corrected_img_10_3.jpg.csv,1057.09,11.5,20,3,29
ai_output_corrected_img_10_3.jpg.csv,1103.05,12.0,13,11,2
ai_output_corrected_img_10_3.jpg.csv,1103.05,12.0,19,5,14
ai_output_corrected_img_10_3.jpg.csv,1700.54,18.5,19,10,16
ai_output_corrected_img_10_3.jpg.csv,735.37,8.0,11,5,6
ai_output_corrected_img_10_3.jpg.csv,1884.38,20.5,33,8,25
ai_output_corrected_img_10_3.jpg.csv,1677.56,18.25,31,6,25
ai_output_corrected_img_10_3.jpg.csv,919.21,10.0,13,7,18
ai_output_corrected_img_10_3.jpg.csv,1332.86,14.5,7,22,15
ai_output_corrected_img_10_3.jpg.csv,2252.07,24.5,25,24,1
ai_output_corrected_img_10_3.jpg.csv,1103.05,12.0,18,8,14
ai_output_corrected_img_10_4.jpg.csv,413.65,4.5,7,2,5
ai_output_corrected_img_10_4.jpg.csv,1815.44,19.75,23,19,5
ai_output_corrected_img_10_4.jpg.csv,1539.68,16.75,22,16,15
ai_output_corrected_img_10_4.jpg.csv,1608.62,17.5,32,3,29
ai_output_corrected_img_10_4.jpg.csv,965.17,10.5,10,11,1
ai_output_corrected_img_10_4.jpg.csv,1838.42,20.0,21,22,7
ai_output_corrected_img_10_4.jpg.csv,1861.4,20.25,35,10,34
ai_output_corrected_img_10_4.jpg.csv,1034.11,11.25,13,9,5
ai_output_corrected_img_10_4.jpg.csv,1470.74,16.0,28,4,24
ai_output_corrected_img_10_4.jpg.csv,2206.11,24.0,28,20,8
ai_output_corrected_img_10_4.jpg.csv,2114.19,23.0,21,25,4
ai_output_corrected_img_10_4.jpg.csv,919.21,10.0,11,9,2
ai_output_corrected_img_10_4.jpg.csv,183.84,2.0,3,1,2
ai_output_corrected_img_10_4.jpg.csv,1884.38,20.5,30,11,19
ai_output_corrected_img_10_4.jpg.csv,2045.25,22.25,24,20,5
ai_output_corrected_img_10_4.jpg.csv,1976.31,21.5,18,25,7
ai_output_corrected_img_10_4.jpg.csv,1034.11,11.25,11,12,1
ai_output_corrected_img_10_4.jpg.csv,2045.25,22.25,24,22,3
ai_output_corrected_img_10_4.jpg.csv,1378.82,15.0,16,7,19
ai_output_corrected_img_10_4.jpg.csv,1562.66,17.0,14,20,6
ai_output_corrected_img_10_4.jpg.csv,1378.82,15.0,17,13,4
ai_output_corrected_img_10_4.jpg.csv,1631.6,17.75,15,19,4
ai_output_corrected_img_10_4.jpg.csv,1769.48,19.25,17,21,5
ai_output_corrected_img_10_4.jpg.csv,1815.44,19.75,16,23,7
ai_output_corrected_img_10_4.jpg.csv,1355.84,14.75,14,15,1
ai_output_corrected_img_10_4.jpg.csv,1723.52,18.75,16,21,5
ai_output_corrected_img_10_4.jpg.csv,942.19,10.25,13,8,6
ai_output_corrected_img_10_4.jpg.csv,1677.56,18.25,20,18,3
ai_output_corrected_img_10_4.jpg.csv,1149.02,12.5,12,13,1
ai_output_corrected_img_10_4.jpg.csv,1723.52,18.75,16,22,6
ai_output_corrected_img_10_4.jpg.csv,1080.07,11.75,26,1,25
ai_output_corrected_img_10_4.jpg.csv,1723.52,18.75,16,21,5
ai_output_corrected_img_10_4.jpg.csv,2252.07,24.5,31,17,14
ai_output_corrected_img_10_4.jpg.csv,919.21,10.0,15,5,10
ai_output_corrected_img_10_4.jpg.csv,1746.5,19.0,11,27,16
ai_output_corrected_img_10_4.jpg.csv,1677.56,18.25,22,7,16
ai_output_corrected_img_10_4.jpg.csv,1792.46,19.5,17,20,4
ai_output_corrected_img_10_4.jpg.csv,1240.94,13.5,11,16,5
ai_output_corrected_img_10_4.jpg.csv,1677.56,18.25,14,21,7
ai_output_corrected_img_10_4.jpg.csv,1516.7,16.5,28,5,23
ai_output_corrected_img_10_4.jpg.csv,1424.78,15.5,14,17,3
ai_output_corrected_img_10_4.jpg.csv,1516.7,16.5,11,22,11
ai_output_corrected_img_10_4.jpg.csv,1838.42,20.0,19,21,2
ai_output_corrected_img_11_1.jpg.csv,1250.05,13.75,14,13,2
ai_output_corrected_img_11_1.jpg.csv,977.31,10.75,11,11,1
ai_output_corrected_img_11_1.jpg.csv,2409.19,26.5,27,26,1
ai_output_corrected_img_11_1.jpg.csv,2318.28,25.5,25,26,1
ai_output_corrected_img_11_1.jpg.csv,1681.89,18.5,14,23,9
ai_output_corrected_img_11_1.jpg.csv,1500.06,16.5,12,22,12
ai_output_corrected_img_11_1.jpg.csv,2318.28,25.5,22,30,9
ai_output_corrected_img_11_1.jpg.csv,818.22,9.0,5,9,6
ai_output_corrected_img_11_1.jpg.csv,1863.71,20.5,30,10,21
ai_output_corrected_img_11_1.jpg.csv,1750.07,19.25,18,18,7
ai_output_corrected_img_11_1.jpg.csv,1545.52,17.0,17,17,0
ai_output_corrected_img_11_1.jpg.csv,2159.18,23.75,19,29,11
ai_output_corrected_img_11_2.jpg.csv,1750.07,19.25,25,9,23
ai_output_corrected_img_11_2.jpg.csv,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly,Error was raised properly
ai_output_corrected_img_11_2.jpg.csv,1477.33,16.25,21,7,23
ai_output_corrected_img_11_2.jpg.csv,2159.18,23.75,35,13,23
ai_output_corrected_img_11_2.jpg.csv,1159.14,12.75,15,9,9
ai_output_corrected_img_11_2.jpg.csv,1363.69,15.0,13,16,3
ai_output_corrected_img_11_2.jpg.csv,454.56,5.0,8,2,6
ai_output_corrected_img_11_2.jpg.csv,1045.5,11.5,19,4,15
ai_output_corrected_img_11_2.jpg.csv,1954.63,21.5,33,9,24
ai_output_corrected_img_11_2.jpg.csv,1227.32,13.5,24,2,24
ai_output_corrected_img_11_2.jpg.csv,1727.34,19.0,33,4,30
ai_output_corrected_img_11_2.jpg.csv,909.13,10.0,9,6,13
ai_output_corrected_img_11_2.jpg.csv,1204.6,13.25,18,8,10
ai_output_corrected_img_11_2.jpg.csv,795.49,8.75,12,4,10
ai_output_corrected_img_11_2.jpg.csv,2363.73,26.0,27,25,2
ai_output_corrected_img_11_2.jpg.csv,1068.23,11.75,16,4,12
ai_output_corrected_img_11_2.jpg.csv,954.59,10.5,6,15,9
ai_output_corrected_img_11_2.jpg.csv,1363.69,15.0,14,16,2
ai_output_corrected_img_11_2.jpg.csv,1409.15,15.5,13,19,8
ai_output_corrected_img_11_2.jpg.csv,1909.17,21.0,27,15,12
ai_output_corrected_img_11_2.jpg.csv,1704.62,18.75,16,23,10
ai_output_corrected_img_11_2.jpg.csv,1409.15,15.5,13,18,5
ai_output_corrected_img_11_2.jpg.csv,1272.78,14.0,16,16,6
ai_output_corrected_img_11_2.jpg.csv,1136.41,12.5,13,16,8
ai_output_corrected_img_11_2.jpg.csv,2318.28,25.5,29,22,7
ai_output_corrected_img_11_2.jpg.csv,1022.77,11.25,9,14,5
ai_output_corrected_img_11_2.jpg.csv,1500.06,16.5,14,19,5
ai_output_corrected_img_11_2.jpg.csv,772.76,8.5,11,6,18
ai_output_corrected_img_11_2.jpg.csv,1977.35,21.75,15,28,13
ai_output_corrected_img_11_2.jpg.csv,1636.43,18.0,21,14,9
ai_output_corrected_img_11_2.jpg.csv,2091.0,23.0,30,18,16
ai_output_corrected_img_11_2.jpg.csv,2113.72,23.25,20,27,8
ai_output_corrected_img_11_2.jpg.csv,1363.69,15.0,13,17,4
ai_output_corrected_img_11_2.jpg.csv,681.85,7.5,10,6,6
ai_output_corrected_img_11_2.jpg.csv,1863.71,20.5,23,20,23
ai_output_corrected_img_11_2.jpg.csv,1681.89,18.5,15,14,16
ai_output_corrected_img_11_2.jpg.csv,1818.26,20.0,32,8,24
ai_output_corrected_img_11_2.jpg.csv,2272.82,25.0,34,15,19
