chop,error?,cloud number,valid,x mrak,y mrak,x stin,y stin,vzdalenost v px,vzdalenost v m,vyska slunce,vyska mraku
img_23_3, ,7,True,227,352,232,301,51.24451190127583,6497.804109081775,31.93750237930078,3734.0032171197904
img_23_3, ,15,False
img_23_3, ,10,False
img_23_3, ,29,False
img_23_3, ,10,True,451,950,455,894,56.142675390472796,7118.8912395119505,31.93750237930078,4090.914768192342
img_23_3, ,24,True,578,841,578,783,58.0,7354.4,31.93750237930078,4226.251330292324
img_23_3, ,28,False
img_23_3, ,23,True,741,801,736,746,55.226805085936306,7002.758884896723,31.93750237930078,4024.178594176435
img_23_3, ,18,False
img_23_3, ,2,False
img_23_3, ,52,False
img_23_3, ,2,True,854,668,854,622,46.0,5832.8,31.93750237930078,3351.854503335292
img_23_3, ,25,True,936,713,934,667,46.04345773288535,5838.310440529863,31.93750237930078,3355.021111980434
img_23_3, ,22,False
img_23_3, ,17,True,907,830,903,771,59.135437767890075,7498.3735089684615,31.93750237930078,4308.98659541318
img_23_3, ,19,True,687,513,679,454,59.53990258641679,7549.659647957648,31.93750237930078,4338.458491574472
img_23_3, ,21,True,522,413,521,365,48.010415536631214,6087.720690044838,31.93750237930078,3498.3462505099133
img_23_3, ,6,True,795,219,791,171,48.16637831516918,6107.496770363452,31.93750237930078,3509.71069706633
img_23_3, ,11,True,688,182,688,132,50.0,6340.0,31.93750237930078,3643.3201123209697
img_23_3, ,12,False
img_23_3, ,13,True,718,105,718,53,52.0,6593.599999999999,31.93750237930078,3789.052916813808
img_23_3, ,3,False
img_23_3, ,9,True,975,68,973,15,53.03772242470448,6725.183203452528,31.93750237930078,3864.668016432455
img_23_3, ,4,True,983,157,980,99,58.077534382926416,7364.231359755069,31.93750237930078,4231.900981826569
img_23_3, ,14,True,655,286,655,235,51.0,6466.8,31.93750237930078,3716.186514567389
img_23_3, ,8,False
img_23_3, ,1,True,352,337,352,292,45.0,5706.0,31.93750237930078,3278.9881010888726
img_23_3, ,12,False
img_23_3, ,27,False
img_23_4, ,0,True,812,600,812,551,49.0,6213.2,31.93750237930078,3570.45371007455
img_23_4, ,1,True,753,669,749,618,51.15662224971465,6486.659701263818,31.93750237930078,3727.599014415836
img_23_4, ,2,False
img_23_4, ,3,False
img_23_4, ,4,True,923,707,921,653,54.037024344425184,6851.894686873114,31.93750237930078,3937.483552080443
img_23_4, ,5,True,718,936,715,876,60.07495318350236,7617.504063668099,31.93750237930078,4377.445703603896
img_23_4, ,6,True,441,435,438,385,50.08991914547278,6351.401747645948,31.93750237930078,3649.8721969446433
img_23_4, ,7,True,275,506,273,459,47.042533945356304,5964.993304271179,31.93750237930078,3427.820201153171
img_23_4, ,8,True,605,733,600,681,52.23983154643591,6624.010640088073,31.93750237930078,3806.5285787477883
img_23_4, ,9,True,331,718,327,665,53.150729063673246,6739.512445273767,31.93750237930078,3872.9024036440687
img_23_4, ,10,True,876,162,872,116,46.17358552246078,5854.8106442480275,31.93750237930078,3364.5030558390745
img_23_4, ,11,True,545,623,537,568,55.57877292636101,7047.388407062576,31.93750237930078,4049.8252244146256
img_23_4, ,12,True,694,245,685,197,48.83646178829912,6192.463354756328,31.93750237930078,3558.5372689580936
img_23_4, ,13,True,513,153,510,99,54.08326913195984,6857.758525932507,31.93750237930078,3940.853243370743
img_23_4, ,14,False
img_23_4, ,15,False
img_23_4, ,16,True,444,913,444,858,55.0,6974.0,31.93750237930078,4007.6521235530668
img_23_4, ,14,True,957,608,949,553,55.57877292636101,7047.388407062576,31.93750237930078,4049.8252244146256
img_23_4, ,17,False
img_23_4, ,18,False
img_23_4, ,19,False
img_23_4, ,20,True,665,565,660,514,51.24451190127583,6497.804109081775,31.93750237930078,3734.0032171197904
img_23_4, ,21,False
img_23_4, ,22,True,222,290,218,247,43.18564576337837,5475.939882796377,31.93750237930078,3146.7826354657054
img_23_4, ,23,True,843,982,839,935,47.16990566028302,5981.144037723887,31.93750237930078,3437.1013197678376
img_23_4, ,24,True,787,504,779,454,50.635955604688654,6420.639170674521,31.93750237930078,3689.6599092230776
img_23_4, ,25,True,945,285,942,240,45.09988913511872,5718.665942333054,31.93750237930078,3286.2666629884807
img_23_4, ,26,True,443,121,440,77,44.10215414239989,5592.153145256306,31.93750237930078,3213.5653036737017
img_23_4, ,27,False
img_23_4, ,28,True,52,202,50,149,53.03772242470448,6725.183203452528,31.93750237930078,3864.668016432455
img_23_4, ,29,False
img_23_4, ,30,False
img_23_4, ,31,True,192,536,186,481,55.326304774492215,7015.3754454056125,31.93750237930078,4031.4287785061433
img_23_4, ,32,True,124,384,116,334,50.635955604688654,6420.639170674521,31.93750237930078,3689.6599092230776
img_23_4, ,33,True,252,265,249,221,44.10215414239989,5592.153145256306,31.93750237930078,3213.5653036737017
img_23_4, ,34,True,52,93,54,48,45.044422518220834,5711.6327753104015,31.93750237930078,3282.2250101703507
img_24_1, ,0,True,435,329,433,286,43.04648650006177,5458.294488207832,31.642505995368637,1258.3452251696579
img_24_1, ,1,False
img_24_1, ,2,False
img_24_1, ,3,True,555,565,552,523,42.1070065428546,5339.168429633963,31.642505995368637,1230.8821215713526
img_24_1, ,4,False
img_24_1, ,5,True,904,863,898,815,48.373546489791295,6133.765694905536,31.642505995368637,1414.0671213634125
img_24_1, ,6,True,820,459,821,413,46.010868281309364,5834.178098070027,31.642505995368637,1345.0007448950014
img_24_1, ,7,True,219,395,218,352,43.01162633521314,5453.874219305026,31.642505995368637,1257.3261844638423
img_24_1, ,8,False
img_24_1, ,9,True,384,297,383,260,37.013511046643494,4693.313200714395,31.642505995368637,1081.9878387110964
img_24_1, ,10,True,610,922,610,876,46.0,5832.8,31.642505995368637,1344.6830406872161
img_24_1, ,11,False
img_24_1, ,12,True,23,73,25,36,37.05401462729781,4698.4490547413625,31.642505995368637,1083.171849102248
img_24_1, ,13,True,272,231,273,184,47.01063709417264,5960.94878354109,31.642505995368637,1374.2262267920717
img_24_1, ,14,True,315,74,314,27,47.01063709417264,5960.94878354109,31.642505995368637,1374.2262267920717
img_24_1, ,15,True,839,980,837,935,45.044422518220834,5711.6327753104015,31.642505995368637,1316.7493703869761
img_24_1, ,16,False
img_24_1, ,17,True,740,598,739,557,41.012193308819754,5200.346111558345,31.642505995368637,1198.8782783425142
img_24_1, ,18,False
img_24_1, ,19,True,140,821,141,778,43.01162633521314,5453.874219305026,31.642505995368637,1257.3261844638423
img_24_1, ,20,True,14,685,13,640,45.0111097397076,5707.408714994924,31.642505995368637,1315.7755632499127
img_24_1, ,21,True,77,759,75,718,41.048751503547585,5204.981690649834,31.642505995368637,1199.946956265311
img_24_1, ,22,True,599,312,598,267,45.0111097397076,5707.408714994924,31.642505995368637,1315.7755632499127
img_24_1, ,23,False
img_24_1, ,24,True,350,155,350,115,40.0,5072.0,31.642505995368637,1169.2896005975792
img_24_1, ,25,True,219,300,218,262,38.01315561749642,4820.0681322985465,31.642505995368637,1111.2096887359005
img_24_1, ,26,True,423,138,423,96,42.0,5325.599999999999,31.642505995368637,1227.754080627458
img_24_1, ,27,True,336,283,338,235,48.041648597857254,6091.6810422083,31.642505995368637,1404.3650025259442
img_24_1, ,28,True,320,951,321,890,61.00819617067857,7735.839274442043,31.642505995368637,1783.4062333397878
img_24_1, ,29,True,15,922,15,878,44.0,5579.2,31.642505995368637,1286.218560657337
img_24_1, ,30,True,39,457,39,411,46.0,5832.8,31.642505995368637,1344.6830406872161
img_24_1, ,31,False
img_24_1, ,32,False
img_24_1, ,33,False
img_24_1, ,34,True,967,479,966,428,51.0098029794274,6468.043017791394,31.642505995368637,1491.1308038093969
